state_ut,crime_head,male_below_18_years,female_below_18_years,male_between_18_30_years,female_between_18_30_years,male_between_30_45_years,female_between_30_45_years,male_between_45_60_years,female_between_45_60_years,male_above_60_years,female_above_60_years,male_total,female_total,grand_total
UTTAR PRADESH,DOWRY DEATHS (SECTION 304B IPC),9,3,4148,626,2434,568,1447,391,253,5,8291,1593,9884
UTTARAKHAND,DOWRY DEATHS (SECTION 304B IPC),0,0,45,2,65,10,13,11,1,0,124,23,147
WEST BENGAL,DOWRY DEATHS (SECTION 304B IPC),1,1,308,51,441,272,170,76,19,6,939,406,1345
TOTAL (STATES),DOWRY DEATHS (SECTION 304B IPC),40,30,8913,1464,6467,1927,3197,1397,535,131,19152,4949,24101
A & N ISLANDS,DOWRY DEATHS (SECTION 304B IPC),0,0,1,1,0,0,0,1,0,0,1,2,3
CHANDIGARH,DOWRY DEATHS (SECTION 304B IPC),0,0,4,0,4,2,2,2,0,0,10,4,14
D & N HAVELI,DOWRY DEATHS (SECTION 304B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,DOWRY DEATHS (SECTION 304B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,DOWRY DEATHS (SECTION 304B IPC),3,0,110,16,81,35,22,22,8,3,224,76,300
LAKSHADWEEP,DOWRY DEATHS (SECTION 304B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,DOWRY DEATHS (SECTION 304B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL (UTs),DOWRY DEATHS (SECTION 304B IPC),3,0,115,17,85,37,24,25,8,3,235,82,317
TOTAL (ALL-INDIA),DOWRY DEATHS (SECTION 304B IPC),43,30,9028,1481,6552,1964,3221,1422,543,134,19387,5031,24418
ANDHRA PRADESH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),42,1,2570,84,1569,79,403,35,51,0,4635,199,4834
ARUNACHAL PRADESH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),5,0,67,0,5,0,0,0,0,0,77,0,77
ASSAM,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),24,0,1081,0,1048,0,92,0,5,0,2250,0,2250
BIHAR,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),15,0,198,0,59,0,6,0,0,0,278,0,278
CHHATTISGARH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),60,0,1156,4,530,10,113,2,16,0,1875,16,1891
GOA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),1,1,10,1,14,0,11,2,2,0,38,4,42
GUJARAT,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),27,0,650,14,314,20,85,2,5,1,1081,37,1118
HARYANA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),14,0,446,2,191,3,38,1,3,0,692,6,698
HIMACHAL PRADESH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),5,0,146,6,106,8,34,1,8,3,299,18,317
JAMMU & KASHMIR,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),2,1,891,131,1111,130,411,25,102,10,2517,297,2814
JHARKHAND,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),2,0,261,4,80,2,6,0,0,0,349,6,355
KARNATAKA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),2,0,1341,118,1453,195,667,97,88,21,3551,431,3982
KERALA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),6,0,1689,6,1719,30,616,13,87,1,4117,50,4167
MADHYA PRADESH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),223,0,5039,46,2174,21,547,2,33,0,8016,69,8085
MAHARASHTRA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),115,0,2514,58,1542,82,462,23,86,3,4719,166,4885
MANIPUR,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),0,0,12,0,13,1,8,0,0,0,33,1,34
MEGHALAYA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),2,0,33,0,9,0,1,0,0,0,45,0,45
MIZORAM,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),1,0,31,0,31,0,19,0,0,0,82,0,82
NAGALAND,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),0,0,9,0,4,0,3,0,0,0,16,0,16
ODISHA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),18,0,2963,180,2035,156,652,35,19,2,5687,373,6060
PUNJAB,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),0,0,196,10,153,7,44,2,0,1,393,20,413
RAJASTHAN,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),48,0,1554,26,758,38,210,9,13,2,2583,75,2658
SIKKIM,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),0,0,6,0,5,0,6,0,0,0,17,0,17
TAMIL NADU,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),11,0,1004,20,703,47,262,22,21,1,2001,90,2091
TRIPURA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),1,0,200,2,140,1,31,0,0,0,372,3,375
UTTAR PRADESH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),13,0,3737,3,1295,9,86,0,0,0,5131,12,5143
UTTARAKHAND,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),0,0,141,0,52,0,6,0,0,0,199,0,199
WEST BENGAL,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),29,0,1693,0,854,0,271,0,32,0,2879,0,2879
TOTAL (STATES),ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),666,3,29638,715,17967,839,5090,271,571,45,53932,1873,55805
A & N ISLANDS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),0,0,9,0,8,0,2,0,1,0,20,0,20
CHANDIGARH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),0,0,32,0,18,0,4,0,0,0,54,0,54
D & N HAVELI,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),0,0,2,0,0,0,0,0,0,0,2,0,2
DAMAN & DIU,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),16,0,548,9,300,10,48,3,4,1,916,23,939
LAKSHADWEEP,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),0,0,3,0,3,0,1,0,0,0,7,0,7
TOTAL (UTs),ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),16,0,594,9,329,10,55,3,5,1,999,23,1022
TOTAL (ALL-INDIA),ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(SECTION 354 IPC),682,3,30232,724,18296,849,5145,274,576,46,54931,1896,56827
ANDHRA PRADESH,INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),95,0,2751,41,1194,27,215,11,12,2,4267,81,4348
ARUNACHAL PRADESH,INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),0,0,5,0,7,0,0,0,0,0,12,0,12
BIHAR,INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),2,0,37,0,0,0,0,0,0,0,39,0,39
CHHATTISGARH,INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),6,0,128,0,45,0,14,0,0,0,193,0,193
GOA,INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),0,0,4,2,7,1,2,0,1,0,14,3,17
GUJARAT,INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),0,0,80,0,29,0,7,0,1,0,117,0,117
HARYANA,INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),6,0,429,3,100,3,16,0,1,0,552,6,558
HIMACHAL PRADESH,INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),0,0,36,0,37,5,7,1,3,2,83,8,91
JAMMU & KASHMIR,INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),0,0,261,2,167,4,13,0,0,0,441,6,447
JHARKHAND,INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),0,0,45,0,6,0,0,0,0,0,51,0,51
KARNATAKA,INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),0,0,111,0,33,0,3,0,0,0,147,0,147
KERALA,INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),4,0,276,0,189,1,60,2,6,0,535,3,538
MADHYA PRADESH,INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),52,0,734,2,230,3,33,0,2,0,1051,5,1056
MAHARASHTRA,INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),49,1,896,19,396,22,139,7,17,2,1497,51,1548
MANIPUR,INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),0,0,0,0,1,0,0,0,0,0,1,0,1
NAGALAND,INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),0,0,251,2,100,5,17,1,0,0,368,8,376
PUNJAB,INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),0,0,22,0,14,2,7,0,0,0,43,2,45
RAJASTHAN,INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),1,0,10,0,8,0,1,0,0,0,20,0,20
SIKKIM,INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),0,0,257,0,147,0,60,0,6,0,470,0,470
TRIPURA,INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),0,0,14,0,1,0,0,0,0,0,15,0,15
UTTAR PRADESH,INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),0,0,8,0,6,0,0,0,0,0,14,0,14
UTTARAKHAND,INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),0,0,60,4,37,1,1,0,0,0,98,5,103
WEST BENGAL,INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),8,0,243,0,229,0,134,0,3,0,617,0,617
TOTAL (STATES),INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),223,1,6658,75,2983,74,729,22,52,6,10645,178,10823
A & N ISLANDS,INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),0,0,2,0,4,0,0,0,0,0,6,0,6
CHANDIGARH,INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),0,0,20,0,10,0,2,0,0,0,32,0,32
D & N HAVELI,INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),12,0,173,0,41,0,5,0,0,0,231,0,231
LAKSHADWEEP,INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),2,0,9,0,5,0,1,0,0,0,17,0,17
TOTAL (UTs),INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),14,0,204,0,60,0,8,0,0,0,286,0,286
TOTAL (ALL-INDIA),INSULT TO THE MODESTY OF WOMEN(SECTION 509 IPC),237,1,6862,75,3043,74,737,22,52,6,10931,178,11109
ANDHRA PRADESH,CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),4,1,7650,1390,5780,1740,2358,1511,563,254,16355,4896,21251
ARUNACHAL PRADESH,CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),0,0,7,0,19,0,0,0,0,0,26,0,26
ASSAM,CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),4,2,2141,34,2567,19,656,7,5,0,5373,62,5435
BIHAR,CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),12,8,2969,225,1803,515,762,456,141,72,5687,1276,6963
CHHATTISGARH,CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),7,5,796,198,645,241,316,207,106,60,1870,711,2581
GOA,CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),0,0,6,7,13,7,7,6,4,4,30,24,54
GUJARAT,CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),12,12,5686,1624,4997,2048,2879,1684,693,347,14267,5715,19982
HARYANA,CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),2,0,1355,116,891,193,547,295,150,57,2945,661,3606
HIMACHAL PRADESH,CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),0,0,94,43,128,72,56,70,25,17,303,202,505
JAMMU & KASHMIR,CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),0,0,198,39,184,79,98,31,0,5,480,154,634
JHARKHAND,CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),0,1,1114,115,655,115,136,58,6,7,1911,296,2207
KARNATAKA,CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),1,0,1204,311,1917,564,1221,612,320,167,4663,1654,6317
KERALA,CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),0,0,1507,277,2845,576,871,451,241,155,5464,1459,6923
MADHYA PRADESH,CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),41,31,3431,936,2779,1065,1400,873,354,194,8005,3099,11104
MAHARASHTRA,CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),47,37,6808,2749,6132,3330,3482,2706,1349,739,17818,9561,27379
MANIPUR,CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),0,0,6,0,11,1,2,1,0,0,19,2,21
MEGHALAYA,CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),0,0,6,0,6,2,0,0,0,0,12,2,14
MIZORAM,CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),0,0,3,0,4,0,0,0,0,0,7,0,7
NAGALAND,CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),2,2,1240,370,1506,506,711,252,66,44,3525,1174,4699
PUNJAB,CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),1,3,786,177,659,231,294,131,3,3,1743,545,2288
RAJASTHAN,CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),14,1,3576,323,2899,681,1476,707,187,85,8152,1797,9949
SIKKIM,CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),0,0,2,0,4,0,0,0,0,0,6,0,6
TAMIL NADU,CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),0,1,971,323,966,580,554,428,129,67,2620,1399,4019
TRIPURA,CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),1,16,353,94,401,112,105,37,25,3,885,262,1147
UTTAR PRADESH,CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),5,6,16406,2330,9067,1707,4655,997,828,114,30961,5154,36115
UTTARAKHAND,CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),0,0,157,9,211,24,64,16,2,1,434,50,484
WEST BENGAL,CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),21,8,5667,749,5084,3825,4058,3030,345,124,15175,7736,22911
TOTAL (STATES),CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),174,134,64139,12439,52173,18233,26708,14566,5542,2519,148736,47891,196627
A & N ISLANDS,CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),0,0,1,0,2,0,1,0,0,0,4,0,4
CHANDIGARH,CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),0,0,45,0,28,3,5,2,3,0,81,5,86
D & N HAVELI,CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),0,0,2,1,2,3,0,0,2,1,6,5,11
DELHI,CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),0,0,609,7,339,17,25,18,6,5,979,47,1026
LAKSHADWEEP,CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),0,0,1,0,0,0,0,0,0,0,1,0,1
PUDUCHERRY,CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),0,0,1,0,2,2,1,1,0,0,4,3,7
TOTAL (UTs),CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),0,0,659,8,373,25,32,21,11,6,1075,60,1135
TOTAL (ALL-INDIA),CRUELTY BY HUSBAND OR HIS RELATIVES (SECTION 498A IPC),174,134,64798,12447,52546,18258,26740,14587,5553,2525,149811,47951,197762
ANDHRA PRADESH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,0,0,2,0,0,0,0,0,2,0,2
BIHAR,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,2,0,4,0,0,0,0,0,6,0,6
CHHATTISGARH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
GOA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,2,0,1,0,0,0,0,0,3,0,3
KARNATAKA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
KERALA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,2,0,5,1,1,0,1,0,9,1,10
MAHARASHTRA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARAKHAND,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,4,0,12,5,3,1,0,0,19,6,25
TOTAL (STATES),IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,10,0,24,6,4,1,1,0,39,7,46
A & N ISLANDS,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL (UTs),IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL (ALL-INDIA),IMPORTATION OF GIRLS FROM FOREIGN COUNTRY(SECTION 366B IPC),0,0,10,0,24,6,4,1,1,0,39,7,46
ANDHRA PRADESH,CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),37,0,5249,8,4526,32,1798,1,128,0,11738,41,11779
ARUNACHAL PRADESH,CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),0,0,60,0,26,0,0,0,0,0,86,0,86
ASSAM,CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),0,0,739,0,1424,0,287,0,1,0,2451,0,2451
BIHAR,CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),36,0,2058,2,1620,2,633,0,18,0,4365,4,4369
CHHATTISGARH,CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),25,0,936,0,768,1,262,2,28,0,2019,3,2022
GOA,CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),0,0,88,0,73,0,24,0,1,0,186,0,186
GUJARAT,CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),13,1,1664,1,1633,4,588,4,37,0,3935,10,3945
HARYANA,CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),1,0,263,2,537,1,158,0,27,0,986,3,989
HIMACHAL PRADESH,CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),3,0,111,0,149,2,39,0,2,0,304,2,306
JAMMU & KASHMIR,CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),0,0,161,2,132,10,42,5,5,0,340,17,357
JHARKHAND,CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),0,0,396,3,431,9,102,1,2,0,931,13,944
KARNATAKA,CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),1,0,249,55,317,2,147,2,13,0,727,59,786
KERALA,CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),0,0,9,1,31,0,9,0,3,0,52,1,53
MADHYA PRADESH,CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),29,1,2987,18,2639,11,962,7,75,0,6692,37,6729
MAHARASHTRA,CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),59,0,4206,19,3850,9,1766,6,67,1,9948,35,9983
MANIPUR,CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),0,0,0,0,1,0,0,0,0,0,1,0,1
MEGHALAYA,CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),0,0,33,0,28,0,9,0,0,0,70,0,70
MIZORAM,CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),0,0,18,2,10,1,2,0,0,0,30,3,33
NAGALAND,CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),0,0,13,0,1,0,3,0,0,0,17,0,17
ODISHA,CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),8,0,1418,10,1263,8,525,5,57,0,3271,23,3294
PUNJAB,CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),1,0,989,11,1093,1,445,1,22,0,2550,13,2563
RAJASTHAN,CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),9,0,3006,4,2855,5,931,3,36,3,6837,15,6852
SIKKIM,CAUSING DEATH BY NEGLIGENCE (SECTION 304-A IPC),0,0,7,0,12,0,2,0,0,0,21,0,21
