state_ut,crime_head,male_below_18_years,female_below_18_years,male_between_18_30_years,female_between_18_30_years,male_between_30_45_years,female_between_30_45_years,male_between_45_60_years,female_between_45_60_years,male_above_60_years,female_above_60_years,male_total,female_total,grand_total
Kerala,Insult to Modesty of Women,5,0,220,2,149,0,46,0,7,1,427,3,430
Madhya Pradesh,Insult to Modesty of Women,63,0,578,2,253,5,51,1,13,0,958,8,966
Maharashtra,Insult to Modesty of Women,79,3,1556,46,1079,58,303,20,38,6,3055,133,3188
Manipur,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,Insult to Modesty of Women,0,0,1,0,0,0,0,0,0,0,1,0,1
Odisha,Insult to Modesty of Women,2,0,353,0,149,3,6,0,3,0,513,3,516
Punjab,Insult to Modesty of Women,0,0,43,6,20,3,14,0,0,0,77,9,86
Rajasthan,Insult to Modesty of Women,1,0,17,0,5,2,3,0,0,0,26,2,28
Sikkim,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,Insult to Modesty of Women,5,0,222,0,89,0,16,0,0,0,332,0,332
Tripura,Insult to Modesty of Women,0,0,14,0,2,0,0,0,0,0,16,0,16
Uttar Pradesh,Insult to Modesty of Women,0,0,19,0,17,0,3,0,0,0,39,0,39
Uttarakhand,Insult to Modesty of Women,0,0,55,9,18,2,4,2,0,0,77,13,90
West Bengal,Insult to Modesty of Women,2,0,292,0,187,0,82,0,8,0,571,0,571
Total (State),Insult to Modesty of Women,359,5,7736,137,4105,130,1007,52,110,8,13317,332,13649
A&N Islands,Insult to Modesty of Women,0,0,5,0,6,0,0,0,0,0,11,0,11
Chandigarh,Insult to Modesty of Women,0,0,14,0,8,0,4,0,0,0,26,0,26
D&N Haveli,Insult to Modesty of Women,0,0,1,0,0,0,0,0,0,0,1,0,1
Daman & Diu,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,Insult to Modesty of Women,23,0,751,12,211,4,36,4,5,0,1026,20,1046
Lakshadweep,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,Insult to Modesty of Women,0,0,5,0,1,0,0,0,0,0,6,0,6
Total (UTs),Insult to Modesty of Women,23,0,776,12,226,4,40,4,5,0,1070,20,1090
Total (All-India),Insult to Modesty of Women,382,5,8512,149,4331,134,1047,56,115,8,14387,352,14739
Andhra Pradesh,K & A of others,11,1,337,54,300,10,64,0,14,0,726,65,791
Arunachal Pradesh,K & A of others,0,0,10,0,12,0,7,0,0,0,29,0,29
Assam,K & A of others,9,1,297,4,334,4,61,1,5,0,706,10,716
Bihar,K & A of others,29,3,1113,20,806,31,316,7,36,0,2300,61,2361
Chhattisgarh,K & A of others,10,1,81,2,33,3,9,3,2,0,135,9,144
Goa,K & A of others,0,0,15,1,11,1,0,0,0,0,26,2,28
Gujarat,K & A of others,9,6,262,7,171,4,49,1,2,0,493,18,511
Haryana,K & A of others,1,0,244,18,190,15,30,1,0,0,465,34,499
Himachal Pradesh,K & A of others,0,0,4,0,1,1,1,0,0,0,6,1,7
Jammu & Kashmir,K & A of others,0,0,36,0,32,0,7,0,0,0,75,0,75
Jharkhand,K & A of others,5,3,238,3,134,5,20,1,0,0,397,12,409
Karnataka,K & A of others,1,0,208,12,185,7,95,2,13,0,502,21,523
Kerala,K & A of others,0,0,79,0,74,2,11,0,0,0,164,2,166
Madhya Pradesh,K & A of others,5,5,229,5,154,3,46,1,2,0,436,14,450
Maharashtra,K & A of others,20,1,439,17,278,13,53,7,6,1,796,39,835
Manipur,K & A of others,0,0,15,0,15,0,2,0,0,0,32,0,32
Meghalaya,K & A of others,1,0,47,1,51,1,10,1,0,0,109,3,112
Mizoram,K & A of others,0,0,4,0,3,0,0,0,0,0,7,0,7
Nagaland,K & A of others,0,0,16,0,11,1,1,0,0,0,28,1,29
Odisha,K & A of others,4,0,115,3,109,8,34,0,0,0,262,11,273
Punjab,K & A of others,0,0,101,11,111,7,41,3,2,0,255,21,276
Rajasthan,K & A of others,9,0,330,0,257,2,68,0,1,1,665,3,668
Sikkim,K & A of others,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,K & A of others,6,0,201,4,205,7,45,1,2,1,459,13,472
Tripura,K & A of others,2,0,16,0,13,0,3,0,1,0,35,0,35
Uttar Pradesh,K & A of others,6,0,1663,22,725,15,143,0,8,0,2545,37,2582
Uttarakhand,K & A of others,0,0,17,1,13,0,2,0,0,0,32,1,33
West Bengal,K & A of others,7,2,140,17,352,18,191,12,6,0,696,49,745
Total (State),K & A of others,135,23,6257,202,4580,158,1309,41,100,3,12381,427,12808
A&N Islands,K & A of others,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,K & A of others,0,0,11,0,10,0,6,0,0,0,27,0,27
D&N Haveli,K & A of others,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,K & A of others,0,0,3,0,1,0,0,0,0,0,4,0,4
Delhi UT,K & A of others,5,2,157,2,36,0,1,0,0,0,199,4,203
Lakshadweep,K & A of others,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,K & A of others,0,0,3,0,2,0,0,0,0,0,5,0,5
Total (UTs),K & A of others,5,2,174,2,49,0,7,0,0,0,235,4,239
Total (All-India),K & A of others,140,25,6431,204,4629,158,1316,41,100,3,12616,431,13047
Andhra Pradesh,K & A of Women and Girls,42,0,993,50,515,59,124,16,12,0,1686,125,1811
Arunachal Pradesh,K & A of Women and Girls,0,0,49,0,58,0,3,0,0,0,110,0,110
Assam,K & A of Women and Girls,69,0,1242,14,1829,35,332,0,10,0,3482,49,3531
Bihar,K & A of Women and Girls,123,2,2666,173,1351,104,432,37,37,0,4609,316,4925
Chhattisgarh,K & A of Women and Girls,36,3,359,12,63,6,18,1,0,0,476,22,498
Goa,K & A of Women and Girls,3,1,15,7,3,0,0,0,0,0,21,8,29
Gujarat,K & A of Women and Girls,65,8,1538,55,653,67,191,32,35,2,2482,164,2646
Haryana,K & A of Women and Girls,41,0,678,14,271,15,42,3,3,0,1035,32,1067
Himachal Pradesh,K & A of Women and Girls,3,0,89,3,28,6,1,1,0,0,121,10,131
Jammu & Kashmir,K & A of Women and Girls,0,0,330,16,234,15,91,0,0,0,655,31,686
Jharkhand,K & A of Women and Girls,14,31,506,20,375,16,136,11,2,0,1033,78,1111
Karnataka,K & A of Women and Girls,5,0,429,10,303,37,95,14,8,1,840,62,902
Kerala,K & A of Women and Girls,7,0,163,4,48,6,12,3,0,0,230,13,243
Madhya Pradesh,K & A of Women and Girls,97,4,1120,14,430,19,171,3,2,0,1820,40,1860
Maharashtra,K & A of Women and Girls,91,8,1345,86,485,144,140,52,17,5,2078,295,2373
Manipur,K & A of Women and Girls,0,0,55,5,29,2,11,6,6,1,101,14,115
Meghalaya,K & A of Women and Girls,6,0,21,1,3,1,0,0,0,0,30,2,32
Mizoram,K & A of Women and Girls,0,0,5,1,0,0,0,0,0,0,5,1,6
Nagaland,K & A of Women and Girls,0,0,14,0,5,2,1,0,0,0,20,2,22
Odisha,K & A of Women and Girls,10,1,1017,24,452,42,107,3,5,0,1591,70,1661
Punjab,K & A of Women and Girls,17,1,447,55,261,44,82,12,1,0,808,112,920
Rajasthan,K & A of Women and Girls,87,1,1009,60,387,45,139,3,5,0,1627,109,1736
Sikkim,K & A of Women and Girls,0,0,14,0,11,0,0,0,0,0,25,0,25
Tamil Nadu,K & A of Women and Girls,13,0,741,26,435,71,181,15,7,1,1377,113,1490
Tripura,K & A of Women and Girls,1,0,134,0,56,0,1,0,0,0,192,0,192
Uttar Pradesh,K & A of Women and Girls,109,5,15588,219,5522,197,1661,45,52,7,22932,473,23405
Uttarakhand,K & A of Women and Girls,23,0,149,8,73,10,17,3,0,0,262,21,283
West Bengal,K & A of Women and Girls,66,5,1195,100,1914,189,615,92,42,4,3832,390,4222
Total (State),K & A of Women and Girls,928,70,31911,977,15794,1132,4603,352,244,21,53480,2552,56032
A&N Islands,K & A of Women and Girls,0,0,5,0,4,0,0,0,0,0,9,0,9
Chandigarh,K & A of Women and Girls,8,0,38,1,31,1,15,1,0,0,92,3,95
D&N Haveli,K & A of Women and Girls,0,0,4,0,0,0,0,0,0,0,4,0,4
Daman & Diu,K & A of Women and Girls,1,0,3,0,0,0,0,0,0,0,4,0,4
Delhi UT,K & A of Women and Girls,58,0,445,14,71,18,3,4,1,0,578,36,614
Lakshadweep,K & A of Women and Girls,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,K & A of Women and Girls,0,0,6,0,0,0,0,0,0,0,6,0,6
Total (UTs),K & A of Women and Girls,67,0,501,15,106,19,18,5,1,0,693,39,732
Total (All-India),K & A of Women and Girls,995,70,32412,992,15900,1151,4621,357,245,21,54173,2591,56764
Andhra Pradesh,Kidnapping & Abduction,53,1,1330,104,815,69,188,16,26,0,2412,190,2602
Arunachal Pradesh,Kidnapping & Abduction,0,0,59,0,70,0,10,0,0,0,139,0,139
Assam,Kidnapping & Abduction,78,1,1539,18,2163,39,393,1,15,0,4188,59,4247
Bihar,Kidnapping & Abduction,152,5,3779,193,2157,135,748,44,73,0,6909,377,7286
Chhattisgarh,Kidnapping & Abduction,46,4,440,14,96,9,27,4,2,0,611,31,642
Goa,Kidnapping & Abduction,3,1,30,8,14,1,0,0,0,0,47,10,57
Gujarat,Kidnapping & Abduction,74,14,1800,62,824,71,240,33,37,2,2975,182,3157
Haryana,Kidnapping & Abduction,42,0,922,32,461,30,72,4,3,0,1500,66,1566
Himachal Pradesh,Kidnapping & Abduction,3,0,93,3,29,7,2,1,0,0,127,11,138
Jammu & Kashmir,Kidnapping & Abduction,0,0,366,16,266,15,98,0,0,0,730,31,761
Jharkhand,Kidnapping & Abduction,19,34,744,23,509,21,156,12,2,0,1430,90,1520
Karnataka,Kidnapping & Abduction,6,0,637,22,488,44,190,16,21,1,1342,83,1425
Kerala,Kidnapping & Abduction,7,0,242,4,122,8,23,3,0,0,394,15,409
Madhya Pradesh,Kidnapping & Abduction,102,9,1349,19,584,22,217,4,4,0,2256,54,2310
Maharashtra,Kidnapping & Abduction,111,9,1784,103,763,157,193,59,23,6,2874,334,3208
Manipur,Kidnapping & Abduction,0,0,70,5,44,2,13,6,6,1,133,14,147
Meghalaya,Kidnapping & Abduction,7,0,68,2,54,2,10,1,0,0,139,5,144
Mizoram,Kidnapping & Abduction,0,0,9,1,3,0,0,0,0,0,12,1,13
Nagaland,Kidnapping & Abduction,0,0,30,0,16,3,2,0,0,0,48,3,51
Odisha,Kidnapping & Abduction,14,1,1132,27,561,50,141,3,5,0,1853,81,1934
Punjab,Kidnapping & Abduction,17,1,548,66,372,51,123,15,3,0,1063,133,1196
Rajasthan,Kidnapping & Abduction,96,1,1339,60,644,47,207,3,6,1,2292,112,2404
Sikkim,Kidnapping & Abduction,0,0,14,0,11,0,0,0,0,0,25,0,25
Tamil Nadu,Kidnapping & Abduction,19,0,942,30,640,78,226,16,9,2,1836,126,1962
Tripura,Kidnapping & Abduction,3,0,150,0,69,0,4,0,1,0,227,0,227
Uttar Pradesh,Kidnapping & Abduction,115,5,17251,241,6247,212,1804,45,60,7,25477,510,25987
Uttarakhand,Kidnapping & Abduction,23,0,166,9,86,10,19,3,0,0,294,22,316
West Bengal,Kidnapping & Abduction,73,7,1335,117,2266,207,806,104,48,4,4528,439,4967
Total (State),Kidnapping & Abduction,1063,93,38168,1179,20374,1290,5912,393,344,24,65861,2979,68840
A&N Islands,Kidnapping & Abduction,0,0,5,0,4,0,0,0,0,0,9,0,9
Chandigarh,Kidnapping & Abduction,8,0,49,1,41,1,21,1,0,0,119,3,122
D&N Haveli,Kidnapping & Abduction,0,0,4,0,0,0,0,0,0,0,4,0,4
Daman & Diu,Kidnapping & Abduction,1,0,6,0,1,0,0,0,0,0,8,0,8
Delhi UT,Kidnapping & Abduction,63,2,602,16,107,18,4,4,1,0,777,40,817
Lakshadweep,Kidnapping & Abduction,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,Kidnapping & Abduction,0,0,9,0,2,0,0,0,0,0,11,0,11
Total (UTs),Kidnapping & Abduction,72,2,675,17,155,19,25,5,1,0,928,43,971
Total (All-India),Kidnapping & Abduction,1135,95,38843,1196,20529,1309,5937,398,345,24,66789,3022,69811
Andhra Pradesh,Murder,72,4,1950,170,1896,209,561,86,74,11,4553,480,5033
Arunachal Pradesh,Murder,0,0,22,0,62,0,2,0,0,0,86,0,86
Assam,Murder,23,0,536,14,830,13,168,3,3,0,1560,30,1590
Bihar,Murder,66,7,2923,103,2154,108,923,47,104,4,6170,269,6439
Chhattisgarh,Murder,54,4,539,28,538,34,220,17,18,1,1369,84,1453
Goa,Murder,1,0,35,0,24,2,8,1,3,0,71,3,74
Gujarat,Murder,53,3,893,45,767,69,296,32,32,7,2041,156,2197
Haryana,Murder,46,2,744,39,772,40,266,17,37,3,1865,101,1966
Himachal Pradesh,Murder,3,0,66,4,48,9,14,1,3,0,134,14,148
Jammu & Kashmir,Murder,6,0,76,8,108,10,39,4,1,0,230,22,252
Jharkhand,Murder,23,0,966,33,605,41,165,0,0,0,1759,74,1833
Karnataka,Murder,29,3,1037,91,1237,134,458,67,69,16,2830,311,3141
Kerala,Murder,7,0,298,9,253,17,90,14,13,2,661,42,703
Madhya Pradesh,Murder,153,4,1925,133,1523,135,685,52,89,5,4375,329,4704
Maharashtra,Murder,189,12,2507,164,1540,198,593,112,96,22,4925,508,5433
Manipur,Murder,3,0,38,3,26,0,10,1,1,0,78,4,82
Meghalaya,Murder,9,0,76,9,50,3,18,1,0,0,153,13,166
Mizoram,Murder,1,0,13,0,12,0,3,0,3,0,32,0,32
Nagaland,Murder,0,0,29,0,18,1,3,0,0,0,50,1,51
Odisha,Murder,35,0,725,116,810,148,293,47,25,1,1888,312,2200
Punjab,Murder,15,4,401,59,442,66,226,22,7,1,1091,152,1243
Rajasthan,Murder,70,6,723,58,766,49,285,24,39,6,1883,143,2026
Sikkim,Murder,0,0,7,2,5,1,3,0,0,0,15,3,18
Tamil Nadu,Murder,64,1,1871,99,1467,165,682,47,50,10,4134,322,4456
Tripura,Murder,3,0,65,3,87,10,33,1,5,2,193,16,209
Uttar Pradesh,Murder,116,10,7421,142,4729,146,2060,33,127,0,14453,331,14784
Uttarakhand,Murder,5,1,90,4,75,15,29,5,1,0,200,25,225
West Bengal,Murder,36,2,1219,57,1198,91,593,48,29,5,3075,203,3278
Total (State),Murder,1082,63,27195,1393,22042,1714,8726,682,829,96,59874,3948,63822
A&N Islands,Murder,0,0,4,0,2,1,2,0,0,0,8,1,9
Chandigarh,Murder,5,0,14,1,8,1,4,1,0,0,31,3,34
D&N Haveli,Murder,0,0,2,0,1,0,0,0,1,0,4,0,4
Daman & Diu,Murder,0,0,7,0,2,0,0,0,0,0,9,0,9
Delhi UT,Murder,76,0,501,15,193,11,41,4,0,1,811,31,842
Lakshadweep,Murder,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,Murder,4,0,63,4,18,2,1,0,1,0,87,6,93
Total (UTs),Murder,85,0,591,20,224,15,48,5,2,1,950,41,991
Total (All-India),Murder,1167,63,27786,1413,22266,1729,8774,687,831,97,60824,3989,64813
Andhra Pradesh,Other IPC Crimes,333,30,31441,2051,28705,2434,14911,1176,2024,109,77414,5800,83214
Arunachal Pradesh,Other IPC Crimes,1,0,476,10,233,0,105,0,6,0,821,10,831
Assam,Other IPC Crimes,102,1,10755,203,14214,109,2997,7,58,0,28126,320,28446
Bihar,Other IPC Crimes,279,7,41131,2195,29253,1913,13159,1064,1937,47,85759,5226,90985
Chhattisgarh,Other IPC Crimes,527,41,12689,434,11500,534,5123,232,550,40,30389,1281,31670
Goa,Other IPC Crimes,2,0,424,7,335,23,156,15,36,3,953,48,1001
Gujarat,Other IPC Crimes,371,33,49019,1921,47585,2179,16415,1041,1302,182,114692,5356,120048
Haryana,Other IPC Crimes,345,3,10845,188,10706,219,4147,98,573,18,26616,526,27142
Himachal Pradesh,Other IPC Crimes,67,0,3355,363,3709,636,1219,282,246,75,8596,1356,9952
Jammu & Kashmir,Other IPC Crimes,43,2,6858,618,7761,634,4114,369,287,32,19063,1655,20718
Jharkhand,Other IPC Crimes,44,0,9423,363,6589,363,2668,66,42,12,18766,804,19570
Karnataka,Other IPC Crimes,50,3,19551,849,21914,1241,10213,576,1396,140,53124,2809,55933
Kerala,Other IPC Crimes,146,0,55481,456,43810,494,20816,248,2367,53,122620,1251,123871
Madhya Pradesh,Other IPC Crimes,2712,172,79014,3089,56012,3293,29001,1249,3976,325,170715,8128,178843
Maharashtra,Other IPC Crimes,574,41,27751,2585,22685,2340,10541,1228,1560,210,63111,6404,69515
Manipur,Other IPC Crimes,0,0,130,5,126,12,33,4,6,0,295,21,316
Meghalaya,Other IPC Crimes,25,5,492,19,306,10,74,2,12,0,909,36,945
Mizoram,Other IPC Crimes,3,0,123,11,81,11,37,9,1,0,245,31,276
Nagaland,Other IPC Crimes,1,0,126,3,104,2,31,0,2,0,264,5,269
Odisha,Other IPC Crimes,284,5,10557,1352,10565,1158,4342,801,264,63,26012,3379,29391
Punjab,Other IPC Crimes,64,0,5285,234,4769,322,2192,100,75,6,12385,662,13047
Rajasthan,Other IPC Crimes,901,27,36634,2571,31681,2833,16873,1320,1864,153,87953,6904,94857
Sikkim,Other IPC Crimes,0,0,160,29,112,3,78,0,45,0,395,32,427
Tamil Nadu,Other IPC Crimes,396,2,51790,4239,51269,3879,21786,1384,1686,114,126927,9618,136545
Tripura,Other IPC Crimes,8,0,831,69,606,48,143,9,14,0,1602,126,1728
Uttar Pradesh,Other IPC Crimes,220,8,79815,952,52271,961,26092,557,1870,11,160268,2489,162757
Uttarakhand,Other IPC Crimes,36,4,1015,57,1084,68,486,27,24,7,2645,163,2808
West Bengal,Other IPC Crimes,211,8,18966,2256,27536,1901,10919,1261,601,63,58233,5489,63722
Total (State),Other IPC Crimes,7745,392,564137,27129,485521,27620,218671,13125,22824,1663,1298898,69929,1368827
A&N Islands,Other IPC Crimes,1,0,193,12,149,12,59,1,13,0,415,25,440
Chandigarh,Other IPC Crimes,14,0,486,21,492,12,134,8,0,0,1126,41,1167
D&N Haveli,Other IPC Crimes,0,0,107,0,65,0,24,2,2,0,198,2,200
Daman & Diu,Other IPC Crimes,2,0,51,2,18,0,0,0,1,0,72,2,74
Delhi UT,Other IPC Crimes,479,3,12809,362,6540,366,1911,94,186,16,21925,841,22766
Lakshadweep,Other IPC Crimes,0,0,8,0,5,0,0,0,0,0,13,0,13
Puducherry,Other IPC Crimes,13,3,858,74,637,32,205,9,18,1,1731,119,1850
Total (UTs),Other IPC Crimes,509,6,14512,471,7906,422,2333,114,220,17,25480,1030,26510
Total (All-India),Other IPC Crimes,8254,398,578649,27600,493427,28042,221004,13239,23044,1680,1324378,70959,1395337
Andhra Pradesh,Other Rape,115,0,1148,36,468,36,127,11,19,0,1877,83,1960
Arunachal Pradesh,Other Rape,0,0,75,0,26,0,5,0,0,0,106,0,106
Assam,Other Rape,49,0,730,0,843,0,113,0,10,0,1745,0,1745
Bihar,Other Rape,66,0,695,0,327,0,65,0,3,0,1156,0,1156
Chhattisgarh,Other Rape,135,0,1021,10,345,9,95,5,17,0,1613,24,1637
Goa,Other Rape,1,0,58,0,27,3,8,2,4,0,98,5,103
Gujarat,Other Rape,27,0,646,13,244,18,69,7,3,0,989,38,1027
Haryana,Other Rape,51,1,801,12,395,13,100,5,19,1,1366,32,1398
Himachal Pradesh,Other Rape,15,0,179,8,68,4,21,2,2,0,285,14,299
Jammu & Kashmir,Other Rape,5,0,206,4,134,2,50,3,0,0,395,9,404
Jharkhand,Other Rape,36,0,776,2,260,4,49,7,1,0,1122,13,1135
Karnataka,Other Rape,16,2,635,10,421,27,111,18,16,2,1199,59,1258
Kerala,Other Rape,34,0,590,5,464,16,200,6,42,1,1330,28,1358
Madhya Pradesh,Other Rape,361,5,3413,63,1446,65,454,19,50,3,5724,155,5879
Maharashtra,Other Rape,220,6,2423,76,1037,119,258,53,43,8,3981,262,4243
Manipur,Other Rape,2,0,22,0,8,0,5,0,0,0,37,0,37
Meghalaya,Other Rape,23,0,99,1,42,0,22,0,3,0,189,1,190
Mizoram,Other Rape,9,0,25,0,39,0,14,0,2,0,89,0,89
Nagaland,Other Rape,0,0,18,0,17,1,4,0,1,0,40,1,41
Odisha,Other Rape,98,0,1091,24,636,45,173,9,4,0,2002,78,2080
Punjab,Other Rape,16,1,584,28,296,42,73,8,0,0,969,79,1048
Rajasthan,Other Rape,206,2,1541,26,790,14,189,4,11,0,2737,46,2783
Sikkim,Other Rape,0,0,25,0,16,0,2,0,0,0,43,0,43
Tamil Nadu,Other Rape,32,0,694,10,325,11,87,13,20,1,1158,35,1193
Tripura,Other Rape,12,1,200,3,94,0,43,1,2,0,351,5,356
Uttar Pradesh,Other Rape,219,1,3815,12,1309,17,213,1,0,0,5556,31,5587
Uttarakhand,Other Rape,15,0,127,2,108,4,32,0,1,0,283,6,289
West Bengal,Other Rape,119,0,987,0,1150,0,405,0,13,0,2674,0,2674
Total (State),Other Rape,1882,19,22624,345,11335,450,2987,174,286,16,39114,1004,40118
A&N Islands,Other Rape,2,0,19,0,12,0,3,0,0,0,36,0,36
Chandigarh,Other Rape,3,0,18,3,14,1,9,1,0,0,44,5,49
D&N Haveli,Other Rape,2,0,5,0,2,0,0,0,0,0,9,0,9
Daman & Diu,Other Rape,0,0,10,0,0,0,0,0,0,0,10,0,10
Delhi UT,Other Rape,162,1,1163,29,368,30,79,5,13,1,1785,66,1851
Lakshadweep,Other Rape,0,0,2,0,2,0,0,0,0,0,4,0,4
Puducherry,Other Rape,3,0,23,0,4,0,3,0,0,0,33,0,33
Total (UTs),Other Rape,172,1,1240,32,402,31,94,6,13,1,1921,71,1992
Total (All-India),Other Rape,2054,20,23864,377,11737,481,3081,180,299,17,41035,1075,42110
Andhra Pradesh,Other Theft,665,18,8838,473,5623,416,1782,84,64,18,16972,1009,17981
Arunachal Pradesh,Other Theft,50,0,197,1,75,0,18,0,0,0,340,1,341
Assam,Other Theft,176,6,2280,8,2850,22,669,2,17,0,5992,38,6030
Bihar,Other Theft,253,0,5127,22,4804,48,1809,7,31,0,12024,77,12101
Chhattisgarh,Other Theft,221,3,1155,29,561,20,122,9,11,4,2070,65,2135
Goa,Other Theft,26,0,177,21,104,20,25,10,4,1,336,52,388
Gujarat,Other Theft,211,18,3151,72,1777,73,382,12,35,2,5556,177,5733
Haryana,Other Theft,67,1,1530,35,1039,51,238,9,14,2,2888,98,2986
Himachal Pradesh,Other Theft,22,0,298,11,167,15,43,9,5,1,535,36,571
Jammu & Kashmir,Other Theft,12,0,542,8,729,16,444,1,35,0,1762,25,1787
Jharkhand,Other Theft,60,1,1013,39,769,34,212,7,0,0,2054,81,2135
Karnataka,Other Theft,51,1,2072,61,1319,62,490,34,79,1,4011,159,4170
Kerala,Other Theft,143,4,1018,155,842,117,367,27,27,3,2397,306,2703
Madhya Pradesh,Other Theft,402,15,4411,79,2206,70,784,15,46,5,7849,184,8033
Maharashtra,Other Theft,1168,57,14827,625,7444,461,2212,147,205,26,25856,1316,27172
Manipur,Other Theft,0,0,59,2,36,1,6,1,0,0,101,4,105
Meghalaya,Other Theft,22,3,180,3,64,3,35,0,0,0,301,9,310
Mizoram,Other Theft,55,3,380,23,141,1,20,0,0,0,596,27,623
Nagaland,Other Theft,4,0,121,0,39,0,6,0,1,0,171,0,171
Odisha,Other Theft,245,1,3137,56,2372,49,557,14,64,0,6375,120,6495
Punjab,Other Theft,33,1,1167,69,967,85,444,8,6,0,2617,163,2780
Rajasthan,Other Theft,268,5,2322,92,1337,81,345,25,31,4,4303,207,4510
Sikkim,Other Theft,12,0,55,0,30,0,12,0,0,0,109,0,109
Tamil Nadu,Other Theft,391,16,4656,189,2525,245,1004,79,96,23,8672,552,9224
Tripura,Other Theft,57,0,215,0,119,0,27,0,5,0,423,0,423
Uttar Pradesh,Other Theft,224,11,8061,56,4474,60,1544,27,40,0,14343,154,14497
Uttarakhand,Other Theft,53,12,335,2,208,1,57,0,0,0,653,15,668
West Bengal,Other Theft,110,9,5135,455,3976,596,1798,170,107,0,11126,1230,12356
Total (State),Other Theft,5001,185,72459,2586,46597,2547,15452,697,923,90,140432,6105,146537
A&N Islands,Other Theft,0,0,16,2,6,0,1,0,0,0,23,2,25
Chandigarh,Other Theft,24,0,219,32,227,16,4,2,0,0,474,50,524
D&N Haveli,Other Theft,18,0,45,0,52,0,12,1,0,0,127,1,128
Daman & Diu,Other Theft,1,0,8,0,6,0,1,0,0,0,16,0,16
Delhi UT,Other Theft,359,12,3122,87,1222,45,191,10,3,1,4897,155,5052
Lakshadweep,Other Theft,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,Other Theft,10,0,103,5,30,7,8,2,1,0,152,14,166
Total (UTs),Other Theft,412,12,3513,126,1543,68,217,15,4,1,5689,222,5911
Total (All-India),Other Theft,5413,197,75972,2712,48140,2615,15669,712,927,91,146121,6327,152448
Andhra Pradesh,Preparation & Assembly for Dacoity,2,0,19,0,13,0,0,0,0,0,34,0,34
Arunachal Pradesh,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,Preparation & Assembly for Dacoity,0,0,14,0,20,0,0,0,0,0,34,0,34
Bihar,Preparation & Assembly for Dacoity,3,0,224,0,115,0,8,0,5,0,355,0,355
Chhattisgarh,Preparation & Assembly for Dacoity,0,0,16,0,12,0,2,0,0,0,30,0,30
Goa,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,Preparation & Assembly for Dacoity,2,0,95,0,33,0,6,0,0,0,136,0,136
Haryana,Preparation & Assembly for Dacoity,8,0,298,0,141,0,10,0,0,0,457,0,457
Himachal Pradesh,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Preparation & Assembly for Dacoity,1,0,106,0,24,0,5,0,0,0,136,0,136
Karnataka,Preparation & Assembly for Dacoity,7,0,1779,6,559,1,84,0,6,0,2435,7,2442
Kerala,Preparation & Assembly for Dacoity,1,0,301,0,333,0,91,0,7,0,733,0,733
Madhya Pradesh,Preparation & Assembly for Dacoity,4,0,528,0,334,1,171,0,0,0,1037,1,1038
Maharashtra,Preparation & Assembly for Dacoity,32,0,936,0,321,0,37,0,0,0,1326,0,1326
Manipur,Preparation & Assembly for Dacoity,0,0,98,1,85,4,18,1,1,0,202,6,208
Meghalaya,Preparation & Assembly for Dacoity,0,0,2,0,0,0,0,0,0,0,2,0,2
Mizoram,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,Preparation & Assembly for Dacoity,2,0,415,0,229,0,8,0,0,0,654,0,654
Punjab,Preparation & Assembly for Dacoity,22,0,396,0,210,0,50,0,0,0,678,0,678
Rajasthan,Preparation & Assembly for Dacoity,2,0,209,0,85,1,7,0,0,0,303,1,304
Sikkim,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,Preparation & Assembly for Dacoity,2,0,150,0,120,0,37,0,0,0,309,0,309
Tripura,Preparation & Assembly for Dacoity,0,0,0,0,2,0,0,0,0,0,2,0,2
