area_name,year,group_name,sub_group_name,auto_theft_coordinated_traced,auto_theft_recovered,auto_theft_stolen
Manipur,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,1
Meghalaya,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,1,12
Mizoram,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,0
Nagaland,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,0
Odisha,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,3,13
Puducherry,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,4,6
Punjab,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),73,65,157
Rajasthan,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),2,53,106
Sikkim,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,2,2
Tamil Nadu,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),43,56,59
Tripura,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,1,1
Uttar Pradesh,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),5,54,139
Uttarakhand,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),2,2,4
West Bengal,2007,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),2,4,22
Andhra Pradesh,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,18,21
Arunachal Pradesh,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,0
Assam,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),5,7,23
Bihar,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,1,2
Chandigarh,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,1,4
Chhattisgarh,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,0
Dadra & Nagar Haveli,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,,8
Daman & Diu,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,,1
Delhi,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,13,181
Goa,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1,3,17
Gujarat,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),12,14,48
Haryana,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),16,154,331
Himachal Pradesh,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),2,9,30
Jammu & Kashmir,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,1
Jharkhand,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,3,15
Karnataka,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),8,26,59
Kerala,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,18,58
Maharashtra,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),42,138,586
Manipur,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,0
Meghalaya,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,1,9
Mizoram,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,0
Nagaland,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,8
Odisha,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,4,12
Puducherry,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,3,7
Punjab,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),26,42,124
Rajasthan,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),3,60,144
Sikkim,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,2,2
Tamil Nadu,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),39,55,65
Uttar Pradesh,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),23,70,170
Uttarakhand,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,2,7
West Bengal,2008,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,7,12
Andhra Pradesh,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),5,66,94
Arunachal Pradesh,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,0
Assam,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),4,11,22
Bihar,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1,11,38
Chandigarh,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,1
Chhattisgarh,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,0
Delhi,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),7,24,173
Goa,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1,9,15
Gujarat,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),11,19,93
Haryana,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),21,107,276
Himachal Pradesh,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1,6,21
Jammu & Kashmir,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1,20,41
Jharkhand,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,6,32
Karnataka,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),6,44,115
Kerala,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,29,84
Madhya Pradesh,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,0
Maharashtra,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),43,190,730
Manipur,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,0
Meghalaya,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,3,7
Nagaland,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,2,13
Odisha,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),5,11,21
Puducherry,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,2,3
Punjab,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1,49,128
Rajasthan,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,60,184
Sikkim,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,1,2
Tamil Nadu,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),20,49,55
Tripura,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,3,3
Uttar Pradesh,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),11,52,168
Uttarakhand,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,7,29
West Bengal,2009,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),2,6,38
Andhra Pradesh,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1,14,15
Arunachal Pradesh,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,0
Assam,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),3,3,11
Bihar,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,11,27
Chandigarh,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,3,7
Chhattisgarh,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,0
Dadra & Nagar Haveli,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,1,5
Daman & Diu,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,1,1
Delhi,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1,40,201
Goa,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,7,14
Gujarat,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),22,28,121
Haryana,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),33,144,349
Himachal Pradesh,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,0
Jammu & Kashmir,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,22,45
Jharkhand,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,0
Karnataka,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),3,22,47
Kerala,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1,23,62
Maharashtra,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),42,160,595
Manipur,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,0
Meghalaya,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,1,2
Mizoram,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,0
Nagaland,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,4,5
Odisha,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,8,48
Punjab,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),20,49,103
Rajasthan,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),19,71,224
Tamil Nadu,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),21,29,34
Tripura,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,1,2
Uttar Pradesh,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),17,50,161
Uttarakhand,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),,10,17
West Bengal,2010,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1,12,56
Andhra Pradesh,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,12,42,75
Arunachal Pradesh,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,0,0,0
Assam,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,0,51,218
Bihar,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,0,2,8
Chandigarh,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,0,0,0
Chhattisgarh,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,21,22,39
Dadra & Nagar Haveli,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,,,1
Delhi,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,14,164,562
Gujarat,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,19,83,191
Haryana,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,10,107,227
Himachal Pradesh,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,0,0,0
Jammu & Kashmir,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,0,0,0
Jharkhand,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,0,0,2
Karnataka,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,19,45,109
Kerala,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,3,36,158
Madhya Pradesh,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,,81,255
Maharashtra,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,31,249,409
Manipur,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,,1,8
Meghalaya,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,0,3,6
Mizoram,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,1,1,3
Nagaland,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,0,1,2
Odisha,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,0,103,184
Punjab,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,16,39,53
Rajasthan,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,,48,84
Tamil Nadu,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,0,84,175
Uttar Pradesh,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,,67,133
West Bengal,2001,AT5-Other Motor vehicles,5. Other Motor vehicles,2,79,173
Andhra Pradesh,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,1,152,223
Assam,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0,48,173
Bihar,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0,6,21
Chandigarh,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0,0,0
Chhattisgarh,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0,29,243
Daman & Diu,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0,0,0
Delhi,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,22,57,427
Gujarat,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,41,110,292
Haryana,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0,118,232
Himachal Pradesh,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0,1,2
Jammu & Kashmir,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,3,22,55
Jharkhand,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,,14,17
Karnataka,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,38,115,341
Kerala,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,10,14,46
Madhya Pradesh,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,9,103,287
Maharashtra,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,12,152,225
Manipur,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,,2,5
Meghalaya,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0,1,5
Mizoram,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,,2,2
Nagaland,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0,8,19
Odisha,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,27,32,199
Puducherry,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,,4,4
Punjab,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,29,42,58
Rajasthan,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,2,39,59
Tamil Nadu,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,2,135,178
Tripura,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,,,1
Uttar Pradesh,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,,58,109
Uttarakhand,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0,1,2
West Bengal,2002,AT5-Other Motor vehicles,5. Other Motor vehicles,0,43,103
Andaman & Nicobar Islands,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,,,1
Andhra Pradesh,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,43,196,478
Arunachal Pradesh,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0,0,0
Assam,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0,7,49
Bihar,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0,14,32
Chandigarh,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0,2,2
Chhattisgarh,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0,20,276
Dadra & Nagar Haveli,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,,1,1
Daman & Diu,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0,0,0
Delhi,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,33,186,571
Gujarat,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,49,116,367
Haryana,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,9,127,349
Himachal Pradesh,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0,2,5
Jammu & Kashmir,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,2,30,69
Jharkhand,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0,8,19
Karnataka,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,1,145,334
Kerala,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,,14,62
Madhya Pradesh,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,,98,191
Maharashtra,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,29,59,103
Manipur,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0,0,4
Meghalaya,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0,0,5
Mizoram,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,,5,5
Nagaland,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0,7,12
Odisha,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,3,73,254
Puducherry,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,1,1,2
Punjab,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,7,24,43
Rajasthan,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,1,13,36
Tamil Nadu,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,34,52,60
Uttar Pradesh,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,1,47,114
Uttarakhand,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0,4,18
West Bengal,2003,AT5-Other Motor vehicles,5. Other Motor vehicles,0,78,122
Andaman & Nicobar Islands,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,,1,1
Andhra Pradesh,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,25,273,439
Arunachal Pradesh,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0,0,0
Assam,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,,26,71
Bihar,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0,16,53
Chandigarh,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0,4,12
Chhattisgarh,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0,64,129
Dadra & Nagar Haveli,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0,4,4
Delhi,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,10,448,458
Goa,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,,1,1
Gujarat,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,9,90,175
Haryana,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,,38,96
Himachal Pradesh,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0,5,11
Jammu & Kashmir,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,1,18,80
Jharkhand,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,,14,17
Karnataka,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,4,106,219
Kerala,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,,,1
Madhya Pradesh,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,19,108,205
Maharashtra,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,25,75,152
Manipur,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0,0,0
Meghalaya,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0,3,4
Mizoram,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0,0,0
Nagaland,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,1,4,48
Odisha,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,9,15,48
Puducherry,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,,2,2
Punjab,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,8,31,59
Rajasthan,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,1,13,30
Sikkim,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,,2,3
Tamil Nadu,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,176,184,201
Uttar Pradesh,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,,57,126
Uttarakhand,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,,2,7
West Bengal,2004,AT5-Other Motor vehicles,5. Other Motor vehicles,0,70,318
Andaman & Nicobar Islands,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,,1,1
Andhra Pradesh,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,152,399
Arunachal Pradesh,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,0,0
Assam,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,3,24
Bihar,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,5,62
Chandigarh,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,5,6
Chhattisgarh,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,73,110
Daman & Diu,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,,2,5
Delhi,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,17,412,536
Gujarat,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,11,64,180
Haryana,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,112,233
Himachal Pradesh,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,13,16
Jammu & Kashmir,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,20,43
Jharkhand,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,7,36
Karnataka,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,110,224
Kerala,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,,50,164
Madhya Pradesh,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,131,256
Maharashtra,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,28,80,287
Manipur,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,0,0
Meghalaya,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,0,4
Mizoram,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,0,0
Nagaland,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,1,2,7
Odisha,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,1,8,43
Puducherry,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,2,2,2
Punjab,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,11,26,59
Rajasthan,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,2,20,61
Tamil Nadu,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,184,189,357
Tripura,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,,2,2
Uttar Pradesh,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,1,42,110
Uttarakhand,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,,8,72
West Bengal,2005,AT5-Other Motor vehicles,5. Other Motor vehicles,0,11,81
Andaman & Nicobar Islands,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,,1,1
Andhra Pradesh,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,2,241,435
Arunachal Pradesh,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0,0,0
Assam,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0,69,210
Bihar,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0,12,268
Chandigarh,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,0,7,8
Chhattisgarh,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,5,47,129
Delhi,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,12,476,540
Goa,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,,,2
Gujarat,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,29,78,274
Haryana,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,,111,236
Himachal Pradesh,2006,AT5-Other Motor vehicles,5. Other Motor vehicles,8,15,32
