area_name,year,group_name,sub_group_name,trial_of_violent_crimes_by_courts_by_confession,trial_of_violent_crimes_by_courts_by_trial,trial_of_violent_crimes_by_courts_total
Puducherry,2003,TVC- Attempt to Commit Murder,02. Attempt to Murder,,2,2
Punjab,2003,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,560,560
Rajasthan,2003,TVC- Attempt to Commit Murder,02. Attempt to Murder,,1997,1997
Sikkim,2003,TVC- Attempt to Commit Murder,02. Attempt to Murder,,2,2
Tamil Nadu,2003,TVC- Attempt to Commit Murder,02. Attempt to Murder,123,1976,2099
Tripura,2003,TVC- Attempt to Commit Murder,02. Attempt to Murder,,16,16
Uttar Pradesh,2003,TVC- Attempt to Commit Murder,02. Attempt to Murder,1,5129,5130
Uttarakhand,2003,TVC- Attempt to Commit Murder,02. Attempt to Murder,2,253,255
West Bengal,2003,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,383,383
Andaman & Nicobar Islands,2004,TVC- Attempt to Commit Murder,02. Attempt to Murder,,1,1
Andhra Pradesh,2004,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,1261,1261
Arunachal Pradesh,2004,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,5,5
Assam,2004,TVC- Attempt to Commit Murder,02. Attempt to Murder,4,177,181
Bihar,2004,TVC- Attempt to Commit Murder,02. Attempt to Murder,1,2445,2446
Chandigarh,2004,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,12,12
Chhattisgarh,2004,TVC- Attempt to Commit Murder,02. Attempt to Murder,22,451,473
Dadra & Nagar Haveli,2004,TVC- Attempt to Commit Murder,02. Attempt to Murder,,7,7
Daman & Diu,2004,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,3,3
Delhi,2004,TVC- Attempt to Commit Murder,02. Attempt to Murder,,372,372
Goa,2004,TVC- Attempt to Commit Murder,02. Attempt to Murder,,38,38
Gujarat,2004,TVC- Attempt to Commit Murder,02. Attempt to Murder,5,592,597
Haryana,2004,TVC- Attempt to Commit Murder,02. Attempt to Murder,3,439,442
Himachal Pradesh,2004,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,72,72
Jammu & Kashmir,2004,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,217,217
Jharkhand,2004,TVC- Attempt to Commit Murder,02. Attempt to Murder,,982,982
Karnataka,2004,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,1735,1735
Kerala,2004,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,297,297
Madhya Pradesh,2004,TVC- Attempt to Commit Murder,02. Attempt to Murder,,2884,2884
Maharashtra,2004,TVC- Attempt to Commit Murder,02. Attempt to Murder,4,1358,1362
Manipur,2004,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,0,0
Meghalaya,2004,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,8,8
Mizoram,2004,TVC- Attempt to Commit Murder,02. Attempt to Murder,3,50,53
Nagaland,2004,TVC- Attempt to Commit Murder,02. Attempt to Murder,3,33,36
Odisha,2004,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,954,954
Puducherry,2004,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,36,36
Punjab,2004,TVC- Attempt to Commit Murder,02. Attempt to Murder,123,392,515
Rajasthan,2004,TVC- Attempt to Commit Murder,02. Attempt to Murder,1,2154,2155
Sikkim,2004,TVC- Attempt to Commit Murder,02. Attempt to Murder,,4,4
Tamil Nadu,2004,TVC- Attempt to Commit Murder,02. Attempt to Murder,35,1841,1876
Tripura,2004,TVC- Attempt to Commit Murder,02. Attempt to Murder,,28,28
Uttar Pradesh,2004,TVC- Attempt to Commit Murder,02. Attempt to Murder,1,5575,5576
Uttarakhand,2004,TVC- Attempt to Commit Murder,02. Attempt to Murder,,203,203
West Bengal,2004,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,282,282
Andaman & Nicobar Islands,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,,1,1
Andhra Pradesh,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,1157,1157
Arunachal Pradesh,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,4,4
Assam,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,2,193,195
Bihar,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,2769,2769
Chandigarh,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,7,7
Chhattisgarh,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,178,217,395
Dadra & Nagar Haveli,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,,5,5
Daman & Diu,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,,4,4
Delhi,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,,372,372
Goa,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,,14,14
Gujarat,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,3,482,485
Haryana,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,449,449
Himachal Pradesh,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,78,78
Jammu & Kashmir,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,198,198
Jharkhand,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,36,884,920
Karnataka,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,1,1742,1743
Kerala,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,292,292
Madhya Pradesh,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,2766,2766
Maharashtra,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,5,1232,1237
Manipur,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,1,1
Meghalaya,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,1,10,11
Mizoram,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,3,3,6
Nagaland,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,59,59
Odisha,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,54,887,941
Puducherry,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,,19,19
Punjab,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,323,323
Rajasthan,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,3,1975,1978
Sikkim,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,,4,4
Tamil Nadu,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,23,2248,2271
Tripura,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,,48,48
Uttar Pradesh,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,5814,5814
Uttarakhand,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,,150,150
West Bengal,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,263,263
Andhra Pradesh,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,1558,1558
Arunachal Pradesh,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,4,4
Assam,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,4,236,240
Bihar,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,41,3368,3409
Chandigarh,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,16,16
Chhattisgarh,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,202,222,424
Dadra & Nagar Haveli,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,2,2
Daman & Diu,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,1,1
Delhi,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,,430,430
Goa,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,,10,10
Gujarat,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,5,488,493
Haryana,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,,390,390
Himachal Pradesh,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,60,60
Jammu & Kashmir,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,179,179
Jharkhand,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,5,1377,1382
Karnataka,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,1256,1256
Kerala,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,,376,376
Madhya Pradesh,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,,2301,2301
Maharashtra,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,2,906,908
Manipur,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,1,1
Meghalaya,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,11,11
Mizoram,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,26,26
Nagaland,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,9,6,15
Odisha,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,798,798
Puducherry,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,,42,42
Punjab,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,,466,466
Rajasthan,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,,1639,1639
Sikkim,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,,4,4
Tamil Nadu,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,11,1641,1652
Tripura,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,,16,16
Uttar Pradesh,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,5250,5250
Uttarakhand,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,86,86
West Bengal,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,1,448,449
Andaman & Nicobar Islands,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,,3,3
Andhra Pradesh,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,1297,1297
Arunachal Pradesh,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,6,6
Assam,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,6,288,294
Bihar,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,3129,3129
Chandigarh,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,13,13
Chhattisgarh,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,161,209,370
Dadra & Nagar Haveli,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,,4,4
Daman & Diu,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,,2,2
Delhi,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,,449,449
Goa,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,,5,5
Gujarat,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,5,321,326
Haryana,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,408,408
Himachal Pradesh,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,64,64
Jammu & Kashmir,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,217,217
Jharkhand,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,11,1606,1617
Karnataka,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,1,1090,1091
Kerala,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,,433,433
Madhya Pradesh,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,2285,2285
Maharashtra,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,3,808,811
Manipur,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,2,2
Meghalaya,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,1,10,11
Mizoram,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,5,5
Nagaland,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,29,29
Odisha,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,700,700
Puducherry,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,,21,21
Punjab,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,,406,406
Rajasthan,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,,1308,1308
Sikkim,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,,3,3
Tamil Nadu,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,5,1763,1768
Tripura,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,,57,57
Uttar Pradesh,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,,3860,3860
Uttarakhand,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,,136,136
West Bengal,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,460,460
Andaman & Nicobar Islands,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,,3,3
Andhra Pradesh,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,1424,1424
Arunachal Pradesh,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,1,1
Assam,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,4,209,213
Bihar,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,2731,2731
Chandigarh,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,,26,26
Chhattisgarh,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,178,327,505
Dadra & Nagar Haveli,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,,4,4
Daman & Diu,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,,1,1
Delhi,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,,255,255
Goa,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,,7,7
Gujarat,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,1,284,285
Haryana,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,438,438
Himachal Pradesh,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,53,53
Jammu & Kashmir,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,135,135
Jharkhand,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,60,760,820
Karnataka,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,16,1019,1035
Kerala,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,,258,258
Madhya Pradesh,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,,2338,2338
Maharashtra,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,2,990,992
Manipur,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,3,3
Meghalaya,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,12,12
Mizoram,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,20,5,25
Nagaland,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,9,28,37
Odisha,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,790,790
Puducherry,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,,7,7
Punjab,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,,516,516
Rajasthan,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,,1234,1234
Sikkim,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,,7,7
Tamil Nadu,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,3,1637,1640
Tripura,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,,15,15
Uttar Pradesh,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,,4179,4179
Uttarakhand,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,,125,125
West Bengal,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,481,481
Andaman & Nicobar Islands,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,,2,2
Andhra Pradesh,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,1482,1482
Arunachal Pradesh,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,5,5
Assam,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,3,125,128
Bihar,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,2635,2635
Chandigarh,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,14,14
Chhattisgarh,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,171,400,571
Dadra & Nagar Haveli,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,,1,1
Daman & Diu,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,,1,1
Delhi,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,,309,309
Goa,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,,13,13
Gujarat,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,3,203,206
Haryana,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,501,501
Himachal Pradesh,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,52,52
Jammu & Kashmir,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,275,275
Jharkhand,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,5,869,874
Karnataka,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,88,990,1078
Kerala,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,246,246
Madhya Pradesh,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,1773,1773
Maharashtra,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,1,782,783
Manipur,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,3,3
Meghalaya,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,16,16
Mizoram,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,5,4,9
Nagaland,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,6,12,18
Odisha,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,759,759
Puducherry,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,,21,21
Punjab,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,2,606,608
Sikkim,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,,9,9
Tamil Nadu,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,10,1316,1326
Tripura,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,1,18,19
Uttar Pradesh,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,,4123,4123
Uttarakhand,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,,133,133
West Bengal,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,405,405
Andhra Pradesh,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,1224,1224
Arunachal Pradesh,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,2,2
Assam,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,4,108,112
Bihar,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,,2645,2645
Chandigarh,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,21,21
Chhattisgarh,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,161,347,508
Dadra & Nagar Haveli,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,,2,2
Daman & Diu,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,4,4
Delhi,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,1,388,389
Goa,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,16,16
Gujarat,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,12,189,201
Haryana,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,,515,515
Himachal Pradesh,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,26,26
Jammu & Kashmir,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,225,225
Jharkhand,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,4,894,898
Karnataka,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,25,946,971
Kerala,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,198,198
Madhya Pradesh,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,,1945,1945
Maharashtra,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,1147,1147
Manipur,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,0,0
Meghalaya,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,9,9
Mizoram,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,2,16,18
Nagaland,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,8,14,22
Odisha,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,938,938
Puducherry,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,,16,16
Punjab,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,655,655
Rajasthan,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,,1124,1124
Sikkim,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,2,7,9
Tamil Nadu,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,25,1772,1797
Tripura,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,1,22,23
Uttar Pradesh,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,,4140,4140
Uttarakhand,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,,152,152
West Bengal,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0,309,309
Andaman & Nicobar Islands,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,,1,1
Andhra Pradesh,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,2,88,90
Arunachal Pradesh,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0,0,0
Assam,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1,30,31
Bihar,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0,253,253
Chandigarh,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0,4,4
Chhattisgarh,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,15,29,44
Delhi,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,4,22,26
Goa,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,,10,10
Gujarat,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0,1,1
Haryana,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,2,86,88
Himachal Pradesh,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0,10,10
Jammu & Kashmir,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0,13,13
Jharkhand,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,2,80,82
Karnataka,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0,40,40
Kerala,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1,33,34
Madhya Pradesh,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,,104,104
Maharashtra,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0,68,68
Meghalaya,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0,1,1
Mizoram,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1,1,2
Nagaland,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0,0,0
Odisha,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0,41,41
Puducherry,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,,1,1
Punjab,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,,60,60
Rajasthan,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0,84,84
Sikkim,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0,2,2
Tamil Nadu,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,,18,18
Uttar Pradesh,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,7,1038,1045
Uttarakhand,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,,51,51
West Bengal,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,4,378,382
Andaman & Nicobar Islands,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0,1,1
Andhra Pradesh,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0,112,112
Arunachal Pradesh,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,,1,1
Assam,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0,30,30
Bihar,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0,250,250
Chandigarh,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0,6,6
Chhattisgarh,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,32,7,39
Daman & Diu,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0,0,0
Delhi,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0,24,24
Goa,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,,5,5
Gujarat,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0,6,6
Haryana,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0,101,101
Himachal Pradesh,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1,4,5
Jammu & Kashmir,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0,8,8
Jharkhand,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1,90,91
Karnataka,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0,31,31
Kerala,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,,35,35
Madhya Pradesh,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0,133,133
Maharashtra,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0,83,83
Meghalaya,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0,2,2
Mizoram,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,,1,1
Nagaland,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0,0,0
