area_name,year,group_name,sub_group_name,cases_property_recovered,cases_property_stolen,value_of_property_recovered,value_of_property_stolen
Chhattisgarh,2006,Robbery - Property,2. Robbery,268,439,9272542,23284457
Dadra & Nagar Haveli,2006,Robbery - Property,2. Robbery,3,5,9600,103400
Daman & Diu,2006,Robbery - Property,2. Robbery,0,1,0,592680
Delhi,2006,Robbery - Property,2. Robbery,480,541,13040415,54404619
Goa,2006,Robbery - Property,2. Robbery,7,16,76650,3449800
Gujarat,2006,Robbery - Property,2. Robbery,516,932,22271713,45487893
Haryana,2006,Robbery - Property,2. Robbery,309,408,45978237,63152965
Himachal Pradesh,2006,Robbery - Property,2. Robbery,21,29,2513990,3503690
Jammu & Kashmir,2006,Robbery - Property,2. Robbery,32,112,2245019,4269164
Jharkhand,2006,Robbery - Property,2. Robbery,133,772,4065780,24756183
Karnataka,2006,Robbery - Property,2. Robbery,712,1349,24572555,61989790
Kerala,2006,Robbery - Property,2. Robbery,244,605,5442681,19206824
Lakshadweep,2006,Robbery - Property,2. Robbery,0,0,0,0
Madhya Pradesh,2006,Robbery - Property,2. Robbery,1063,1770,31142976,78103291
Maharashtra,2006,Robbery - Property,2. Robbery,1498,2540,50673143,155404631
Manipur,2006,Robbery - Property,2. Robbery,0,8,0,68000
Meghalaya,2006,Robbery - Property,2. Robbery,13,65,846845,1703447
Mizoram,2006,Robbery - Property,2. Robbery,5,10,32563,162397
Nagaland,2006,Robbery - Property,2. Robbery,21,82,570200,53227971
Odisha,2006,Robbery - Property,2. Robbery,661,1184,17714523,47359024
Puducherry,2006,Robbery - Property,2. Robbery,1,3,10000,110000
Punjab,2006,Robbery - Property,2. Robbery,105,142,12998828,21920047
Rajasthan,2006,Robbery - Property,2. Robbery,392,581,48425753,57790782
Sikkim,2006,Robbery - Property,2. Robbery,2,9,47000,151600
Tamil Nadu,2006,Robbery - Property,2. Robbery,360,450,16812034,22634231
Tripura,2006,Robbery - Property,2. Robbery,21,71,283620,1423080
Uttar Pradesh,2006,Robbery - Property,2. Robbery,851,1565,78744260,147203219
Uttarakhand,2006,Robbery - Property,2. Robbery,49,113,1663815,6014979
West Bengal,2006,Robbery - Property,2. Robbery,158,426,7073804,28000059
Andaman & Nicobar Islands,2007,Robbery - Property,2. Robbery,6,9,164690,239690
Andhra Pradesh,2007,Robbery - Property,2. Robbery,332,604,21691492,42748748
Arunachal Pradesh,2007,Robbery - Property,2. Robbery,38,75,1969700,3324408
Assam,2007,Robbery - Property,2. Robbery,120,496,3187208,14447990
Bihar,2007,Robbery - Property,2. Robbery,333,1787,15551687,68305746
Chandigarh,2007,Robbery - Property,2. Robbery,31,37,652410,1616410
Chhattisgarh,2007,Robbery - Property,2. Robbery,263,427,8314313,18400122
Dadra & Nagar Haveli,2007,Robbery - Property,2. Robbery,3,3,30000,30000
Daman & Diu,2007,Robbery - Property,2. Robbery,0,2,0,3000
Delhi,2007,Robbery - Property,2. Robbery,478,557,9950516,48600840
Goa,2007,Robbery - Property,2. Robbery,13,22,5148378,6447620
Gujarat,2007,Robbery - Property,2. Robbery,540,1057,22082579,54092964
Haryana,2007,Robbery - Property,2. Robbery,359,502,58084857,86991285
Himachal Pradesh,2007,Robbery - Property,2. Robbery,9,23,1694900,4318120
Jammu & Kashmir,2007,Robbery - Property,2. Robbery,35,107,3923180,7023680
Jharkhand,2007,Robbery - Property,2. Robbery,136,771,7553353,37472789
Karnataka,2007,Robbery - Property,2. Robbery,845,1307,25775141,66346393
Kerala,2007,Robbery - Property,2. Robbery,345,726,7091344,28914973
Lakshadweep,2007,Robbery - Property,2. Robbery,0,0,0,0
Madhya Pradesh,2007,Robbery - Property,2. Robbery,1126,1975,51082895,89208369
Maharashtra,2007,Robbery - Property,2. Robbery,1616,2732,53930063,167474105
Manipur,2007,Robbery - Property,2. Robbery,0,11,0,1392300
Meghalaya,2007,Robbery - Property,2. Robbery,10,56,700100,1402381
Mizoram,2007,Robbery - Property,2. Robbery,3,4,39300,44350
Nagaland,2007,Robbery - Property,2. Robbery,7,74,1321900,8066498
Odisha,2007,Robbery - Property,2. Robbery,690,1273,17860648,62957837
Puducherry,2007,Robbery - Property,2. Robbery,4,8,69250,3236250
Punjab,2007,Robbery - Property,2. Robbery,107,138,10033295,23479625
Rajasthan,2007,Robbery - Property,2. Robbery,420,723,45212425,65857571
Sikkim,2007,Robbery - Property,2. Robbery,0,6,0,87700
Tamil Nadu,2007,Robbery - Property,2. Robbery,417,495,21951038,29531931
Tripura,2007,Robbery - Property,2. Robbery,10,64,223750,916477
Uttar Pradesh,2007,Robbery - Property,2. Robbery,827,1417,69751301,145391089
Uttarakhand,2007,Robbery - Property,2. Robbery,69,144,4325410,8071357
West Bengal,2007,Robbery - Property,2. Robbery,149,427,13727735,34767419
Andaman & Nicobar Islands,2008,Robbery - Property,2. Robbery,10,14,81200,203400
Andhra Pradesh,2008,Robbery - Property,2. Robbery,348,599,30406364,54947063
Arunachal Pradesh,2008,Robbery - Property,2. Robbery,40,79,714120,1282910
Assam,2008,Robbery - Property,2. Robbery,142,568,4959153,26547936
Bihar,2008,Robbery - Property,2. Robbery,391,1592,11803934,71982641
Chandigarh,2008,Robbery - Property,2. Robbery,22,23,268600,270600
Chhattisgarh,2008,Robbery - Property,2. Robbery,291,500,18507666,30199112
Dadra & Nagar Haveli,2008,Robbery - Property,2. Robbery,0,0,0,0
Daman & Diu,2008,Robbery - Property,2. Robbery,1,4,400000,985700
Delhi,2008,Robbery - Property,2. Robbery,362,541,7425250,83492513
Goa,2008,Robbery - Property,2. Robbery,7,23,118800,2311380
Gujarat,2008,Robbery - Property,2. Robbery,649,1302,22165510,57524742
Haryana,2008,Robbery - Property,2. Robbery,395,555,64320526,98144107
Himachal Pradesh,2008,Robbery - Property,2. Robbery,10,20,709380,2018930
Jammu & Kashmir,2008,Robbery - Property,2. Robbery,24,60,5474120,6892220
Jharkhand,2008,Robbery - Property,2. Robbery,202,761,7692706,36317556
Karnataka,2008,Robbery - Property,2. Robbery,893,1610,39373679,127655811
Kerala,2008,Robbery - Property,2. Robbery,349,725,12664305,46727656
Lakshadweep,2008,Robbery - Property,2. Robbery,0,0,0,0
Madhya Pradesh,2008,Robbery - Property,2. Robbery,1218,2234,55084131,143137421
Maharashtra,2008,Robbery - Property,2. Robbery,1790,2984,77213016,569912815
Manipur,2008,Robbery - Property,2. Robbery,2,7,19000,1072600
Meghalaya,2008,Robbery - Property,2. Robbery,17,63,54100,2802150
Mizoram,2008,Robbery - Property,2. Robbery,4,6,72184,99220
Nagaland,2008,Robbery - Property,2. Robbery,5,87,600300,272716035
Odisha,2008,Robbery - Property,2. Robbery,725,1315,21594475,55547517
Puducherry,2008,Robbery - Property,2. Robbery,10,10,435490,435490
Punjab,2008,Robbery - Property,2. Robbery,120,167,50324180,72255931
Rajasthan,2008,Robbery - Property,2. Robbery,462,777,57538862,74233912
Sikkim,2008,Robbery - Property,2. Robbery,0,7,0,123100
Tamil Nadu,2008,Robbery - Property,2. Robbery,548,662,22664158,32140158
Tripura,2008,Robbery - Property,2. Robbery,11,95,35000,1004194
Uttar Pradesh,2008,Robbery - Property,2. Robbery,909,1404,106286964,189676793
Uttarakhand,2008,Robbery - Property,2. Robbery,80,115,6102530,13022462
West Bengal,2008,Robbery - Property,2. Robbery,191,613,5813284,24314515
Andaman & Nicobar Islands,2009,Robbery - Property,2. Robbery,9,11,187700,222200
Andhra Pradesh,2009,Robbery - Property,2. Robbery,310,536,32450159,52697966
Arunachal Pradesh,2009,Robbery - Property,2. Robbery,29,55,761840,2039140
Assam,2009,Robbery - Property,2. Robbery,119,680,4580248,27004505
Bihar,2009,Robbery - Property,2. Robbery,352,1619,14097048,67731418
Chandigarh,2009,Robbery - Property,2. Robbery,22,27,492950,883650
Chhattisgarh,2009,Robbery - Property,2. Robbery,354,554,14429223,26529632
Dadra & Nagar Haveli,2009,Robbery - Property,2. Robbery,1,2,900000,905750
Daman & Diu,2009,Robbery - Property,2. Robbery,1,4,22400,336400
Delhi,2009,Robbery - Property,2. Robbery,403,515,31782135,134320407
Goa,2009,Robbery - Property,2. Robbery,14,29,1812500,4152080
Gujarat,2009,Robbery - Property,2. Robbery,570,1412,37156677,75901458
Haryana,2009,Robbery - Property,2. Robbery,434,679,66855856,114003381
Himachal Pradesh,2009,Robbery - Property,2. Robbery,8,21,112080,3151270
Jammu & Kashmir,2009,Robbery - Property,2. Robbery,22,61,2081610,4186195
Jharkhand,2009,Robbery - Property,2. Robbery,203,780,7691799,35810817
Karnataka,2009,Robbery - Property,2. Robbery,1026,1825,66321860,117838795
Kerala,2009,Robbery - Property,2. Robbery,423,725,12401470,33221516
Lakshadweep,2009,Robbery - Property,2. Robbery,0,0,0,0
Madhya Pradesh,2009,Robbery - Property,2. Robbery,1370,2270,53226153,100939335
Maharashtra,2009,Robbery - Property,2. Robbery,1908,3281,76228642,248298616
Manipur,2009,Robbery - Property,2. Robbery,0,3,0,355000
Meghalaya,2009,Robbery - Property,2. Robbery,9,67,168860,2197580
Mizoram,2009,Robbery - Property,2. Robbery,1,4,120000,687934
Nagaland,2009,Robbery - Property,2. Robbery,10,92,2932120,653462133
Odisha,2009,Robbery - Property,2. Robbery,704,1488,25335003,80922008
Puducherry,2009,Robbery - Property,2. Robbery,8,9,225200,520200
Punjab,2009,Robbery - Property,2. Robbery,127,171,12957100,24155661
Rajasthan,2009,Robbery - Property,2. Robbery,512,828,86301774,137303678
Sikkim,2009,Robbery - Property,2. Robbery,0,4,0,58500
Tamil Nadu,2009,Robbery - Property,2. Robbery,834,1143,47960016,70095235
Tripura,2009,Robbery - Property,2. Robbery,16,77,1320160,2124018
Uttar Pradesh,2009,Robbery - Property,2. Robbery,1017,1629,107357275,185440605
Uttarakhand,2009,Robbery - Property,2. Robbery,97,151,7382290,11543328
West Bengal,2009,Robbery - Property,2. Robbery,167,751,23649777,59387647
Andaman & Nicobar Islands,2010,Robbery - Property,2. Robbery,3,7,60080,318081
Andhra Pradesh,2010,Robbery - Property,2. Robbery,337,533,19902399,39143793
Arunachal Pradesh,2010,Robbery - Property,2. Robbery,26,69,1541787,4502105
Assam,2010,Robbery - Property,2. Robbery,88,662,3322890,13746590
Bihar,2010,Robbery - Property,2. Robbery,305,1538,14080283,83964697
Chandigarh,2010,Robbery - Property,2. Robbery,52,67,567140,3409440
Chhattisgarh,2010,Robbery - Property,2. Robbery,324,552,9596117,30437443
Dadra & Nagar Haveli,2010,Robbery - Property,2. Robbery,0,3,0,946907
Daman & Diu,2010,Robbery - Property,2. Robbery,0,0,0,0
Delhi,2010,Robbery - Property,2. Robbery,435,599,16484540,116610568
Goa,2010,Robbery - Property,2. Robbery,27,36,2245750,5842300
Gujarat,2010,Robbery - Property,2. Robbery,627,1367,30477347,106357622
Haryana,2010,Robbery - Property,2. Robbery,481,734,72926257,116343480
Himachal Pradesh,2010,Robbery - Property,2. Robbery,7,11,1171465,1619465
Jammu & Kashmir,2010,Robbery - Property,2. Robbery,19,56,3514800,5531200
Jharkhand,2010,Robbery - Property,2. Robbery,197,709,8179876,31192463
Karnataka,2010,Robbery - Property,2. Robbery,1011,1949,122951711,150847452
Kerala,2010,Robbery - Property,2. Robbery,336,524,9088410,19101844
Lakshadweep,2010,Robbery - Property,2. Robbery,0,0,0,0
Madhya Pradesh,2010,Robbery - Property,2. Robbery,1177,1918,73587461,130591889
Maharashtra,2010,Robbery - Property,2. Robbery,2206,3680,87244866,1520900483
Manipur,2010,Robbery - Property,2. Robbery,1,2,11500,51500
Meghalaya,2010,Robbery - Property,2. Robbery,10,66,115000,2890295
Mizoram,2010,Robbery - Property,2. Robbery,10,16,27950,1507760
Nagaland,2010,Robbery - Property,2. Robbery,12,63,688030,11368585
Odisha,2010,Robbery - Property,2. Robbery,716,1491,34063947,119195185
Puducherry,2010,Robbery - Property,2. Robbery,4,5,2140065,2425969
Punjab,2010,Robbery - Property,2. Robbery,191,241,33385419,45890133
Rajasthan,2010,Robbery - Property,2. Robbery,562,872,95860220,115853823
Sikkim,2010,Robbery - Property,2. Robbery,0,7,0,171600
Tamil Nadu,2010,Robbery - Property,2. Robbery,1326,1817,70981709,117163496
Tripura,2010,Robbery - Property,2. Robbery,16,63,396035,1318455
Uttar Pradesh,2010,Robbery - Property,2. Robbery,1223,2007,121061420,246998602
Uttarakhand,2010,Robbery - Property,2. Robbery,100,152,8107570,14016919
West Bengal,2010,Robbery - Property,2. Robbery,190,798,12010617,50393917
Andaman & Nicobar Islands,2001,Theft - Property,4. Theft,24,65,354321,595549
Andhra Pradesh,2001,Theft - Property,4. Theft,9515,16435,108258741,224104509
Arunachal Pradesh,2001,Theft - Property,4. Theft,193,443,6344706,12395613
Assam,2001,Theft - Property,4. Theft,1163,5367,7609277,38223829
Bihar,2001,Theft - Property,4. Theft,1942,9695,18392667,268426920
Chandigarh,2001,Theft - Property,4. Theft,556,1529,17350879,36956201
Chhattisgarh,2001,Theft - Property,4. Theft,1664,4812,22767348,51329061
Dadra & Nagar Haveli,2001,Theft - Property,4. Theft,19,45,330567,1049398
Daman & Diu,2001,Theft - Property,4. Theft,12,39,934194,1622887
Delhi,2001,Theft - Property,4. Theft,4235,19276,146767644,878205006
Goa,2001,Theft - Property,4. Theft,202,572,6123044,18220340
Gujarat,2001,Theft - Property,4. Theft,4620,15625,119724259,422312609
Haryana,2001,Theft - Property,4. Theft,2814,6115,147713275,227824329
Himachal Pradesh,2001,Theft - Property,4. Theft,209,596,13471070,27359454
Jammu & Kashmir,2001,Theft - Property,4. Theft,618,1919,25032584,59706866
Jharkhand,2001,Theft - Property,4. Theft,935,3236,6926220,73302172
Karnataka,2001,Theft - Property,4. Theft,4163,12868,137617871,302109716
Kerala,2001,Theft - Property,4. Theft,2203,5365,62894216,224561696
Lakshadweep,2001,Theft - Property,4. Theft,4,10,31900,93790
Madhya Pradesh,2001,Theft - Property,4. Theft,6505,20263,124632664,279298301
Maharashtra,2001,Theft - Property,4. Theft,13815,39667,408353354,1479320711
Manipur,2001,Theft - Property,4. Theft,17,217,223245,5162243
Meghalaya,2001,Theft - Property,4. Theft,85,271,2149327,4391865
Mizoram,2001,Theft - Property,4. Theft,603,878,4034040,7505842
Nagaland,2001,Theft - Property,4. Theft,61,163,2112717,13853721
Odisha,2001,Theft - Property,4. Theft,2857,5550,30535933,89106035
Puducherry,2001,Theft - Property,4. Theft,262,528,3425378,6910578
Punjab,2001,Theft - Property,4. Theft,1386,3023,76109712,167087176
Rajasthan,2001,Theft - Property,4. Theft,3893,14685,258582021,385048334
Sikkim,2001,Theft - Property,4. Theft,23,54,940645,2419957
Tamil Nadu,2001,Theft - Property,4. Theft,13053,16707,162704860,221945283
Tripura,2001,Theft - Property,4. Theft,68,259,243720,4314989
Uttar Pradesh,2001,Theft - Property,4. Theft,5836,24064,146813133,437746335
Uttarakhand,2001,Theft - Property,4. Theft,387,1419,11847788,26931977
West Bengal,2001,Theft - Property,4. Theft,3464,14245,60043586,230084141
Andaman & Nicobar Islands,2002,Theft - Property,4. Theft,17,49,376134,634234
Andhra Pradesh,2002,Theft - Property,4. Theft,10196,19058,122897719,241628837
Arunachal Pradesh,2002,Theft - Property,4. Theft,173,395,4907242,16774035
Assam,2002,Theft - Property,4. Theft,1216,5555,15509124,65560628
Bihar,2002,Theft - Property,4. Theft,1972,10145,21368406,93656880
Chandigarh,2002,Theft - Property,4. Theft,474,1647,18650040,55684102
Chhattisgarh,2002,Theft - Property,4. Theft,1842,4302,24882435,53376276
Dadra & Nagar Haveli,2002,Theft - Property,4. Theft,43,72,2688430,5023160
Daman & Diu,2002,Theft - Property,4. Theft,23,56,1267100,2672651
Delhi,2002,Theft - Property,4. Theft,5066,16625,76499351,897680730
Goa,2002,Theft - Property,4. Theft,131,493,5934473,16896997
Gujarat,2002,Theft - Property,4. Theft,4373,15616,98840231,403166909
Haryana,2002,Theft - Property,4. Theft,2887,5962,155347051,233004774
Himachal Pradesh,2002,Theft - Property,4. Theft,205,560,17186573,32445148
Jammu & Kashmir,2002,Theft - Property,4. Theft,842,2020,28899937,59513412
Jharkhand,2002,Theft - Property,4. Theft,1006,4374,9048818,76367464
Karnataka,2002,Theft - Property,4. Theft,4393,13818,122455162,286775571
Kerala,2002,Theft - Property,4. Theft,1904,5432,64763896,245236624
Lakshadweep,2002,Theft - Property,4. Theft,5,12,58500,94090
Madhya Pradesh,2002,Theft - Property,4. Theft,7221,20759,123835347,288411060
Maharashtra,2002,Theft - Property,4. Theft,13172,37443,358102777,1509842077
Manipur,2002,Theft - Property,4. Theft,20,255,731730,10363557
Meghalaya,2002,Theft - Property,4. Theft,94,392,2429165,7152956
Mizoram,2002,Theft - Property,4. Theft,729,999,4922193,10561266
Nagaland,2002,Theft - Property,4. Theft,108,230,3275754,12102949
Odisha,2002,Theft - Property,4. Theft,2240,5144,41635847,96450461
Puducherry,2002,Theft - Property,4. Theft,209,526,3161559,7444801
Punjab,2002,Theft - Property,4. Theft,1633,2963,91893311,160926121
Rajasthan,2002,Theft - Property,4. Theft,3772,14292,235786522,376766338
Sikkim,2002,Theft - Property,4. Theft,15,64,90905,215000
Tamil Nadu,2002,Theft - Property,4. Theft,15361,18599,193354799,248558283
Tripura,2002,Theft - Property,4. Theft,64,270,632865,18013167
Uttar Pradesh,2002,Theft - Property,4. Theft,5772,19329,209039053,424991378
Uttarakhand,2002,Theft - Property,4. Theft,424,1257,9639452,27256832
West Bengal,2002,Theft - Property,4. Theft,2257,12449,73654264,266396306
Andaman & Nicobar Islands,2003,Theft - Property,4. Theft,16,60,149475,1391671
Andhra Pradesh,2003,Theft - Property,4. Theft,10958,23042,171432243,353299084
Arunachal Pradesh,2003,Theft - Property,4. Theft,141,370,3765257,14623150
Assam,2003,Theft - Property,4. Theft,1243,5525,33029454,97125170
Bihar,2003,Theft - Property,4. Theft,1943,10104,22460064,129338759
Chandigarh,2003,Theft - Property,4. Theft,634,1238,24783498,52705394
Chhattisgarh,2003,Theft - Property,4. Theft,1414,4170,27853454,58763922
